"subject","problem","dataset_number","proplookatnovel","total_familiar_item_look_during_familiarization"
57,"faceproblem7",82,0.63,17818.8
57,"faceproblem7",83,NA,NA
57,"faceproblem7",84,0.57,17351.1
57,"faceproblem7",85,NA,NA
57,"faceproblem7",86,0.4,18631.99
57,"faceproblem7",87,0.91,16689.9
57,"faceproblem7",88,0.2,18002.5
57,"faceproblem7",89,0.57,17351.1
57,"faceproblem7",90,0.8,18495.5
57,"faceproblem7",91,0.76,18791.8
57,"faceproblem7",92,NA,NA
57,"faceproblem7",93,0.65,19260.7
57,"faceproblem7",94,NA,NA
57,"faceproblem7",95,NA,NA
57,"faceproblem7",96,0.76,18791.8
57,"faceproblem7",97,NA,NA
57,"faceproblem7",98,0.84,15909.49
57,"faceproblem7",99,0.83,16706.1
57,"faceproblem7",100,NA,NA
58,"faceproblem7",1,NA,NA
58,"faceproblem7",2,0.64,18835.19
58,"faceproblem7",3,NA,NA
58,"faceproblem7",4,0.84,15909.49
58,"faceproblem7",5,NA,NA
58,"faceproblem7",6,0.48,16218.3
58,"faceproblem7",7,NA,NA
58,"faceproblem7",8,NA,NA
58,"faceproblem7",9,NA,NA
58,"faceproblem7",10,NA,NA
58,"faceproblem7",11,NA,NA
58,"faceproblem7",12,NA,NA
58,"faceproblem7",13,0.84,15909.49
58,"faceproblem7",14,NA,NA
58,"faceproblem7",15,0.86,16966.5
58,"faceproblem7",16,0.83,19281.7
58,"faceproblem7",17,0.67,17761.99
58,"faceproblem7",18,NA,NA
58,"faceproblem7",19,NA,NA
58,"faceproblem7",20,0.86,16966.5
58,"faceproblem7",21,0.56,18879.49
58,"faceproblem7",22,0.61,19517.19
58,"faceproblem7",23,NA,NA
58,"faceproblem7",24,1,16719.39
58,"faceproblem7",25,0.8,18495.5
58,"faceproblem7",26,0.81,18441.49
58,"faceproblem7",27,0.78,15384.4
58,"faceproblem7",28,1,18110
58,"faceproblem7",29,0.61,19517.19
58,"faceproblem7",30,1,16719.39
58,"faceproblem7",31,0.4,18631.99
58,"faceproblem7",32,NA,NA
58,"faceproblem7",33,0.81,17963
58,"faceproblem7",34,NA,NA
58,"faceproblem7",35,NA,NA
58,"faceproblem7",36,NA,NA
58,"faceproblem7",37,0.92,17859.7
58,"faceproblem7",38,NA,NA
58,"faceproblem7",39,0.65,19260.7
58,"faceproblem7",40,NA,NA
58,"faceproblem7",41,NA,NA
58,"faceproblem7",42,NA,NA
58,"faceproblem7",43,NA,NA
58,"faceproblem7",44,NA,NA
58,"faceproblem7",45,NA,NA
58,"faceproblem7",46,NA,NA
58,"faceproblem7",47,NA,NA
58,"faceproblem7",48,0.83,16706.1
58,"faceproblem7",49,NA,NA
58,"faceproblem7",50,NA,NA
58,"faceproblem7",51,0.8,18495.5
58,"faceproblem7",52,0.78,15384.4
58,"faceproblem7",53,0.65,18643
58,"faceproblem7",54,0.48,16218.3
58,"faceproblem7",55,1,17547.2
58,"faceproblem7",56,0.92,17859.7
58,"faceproblem7",57,NA,NA
58,"faceproblem7",58,NA,NA
58,"faceproblem7",59,0.81,18441.49
58,"faceproblem7",60,NA,NA
58,"faceproblem7",61,NA,NA
58,"faceproblem7",62,0.83,16799.89
58,"faceproblem7",63,NA,NA
58,"faceproblem7",64,0.48,16218.3
58,"faceproblem7",65,0.8,18495.5
58,"faceproblem7",66,0.83,16799.89
58,"faceproblem7",67,0.65,19260.7
58,"faceproblem7",68,NA,NA
58,"faceproblem7",69,0.86,16966.5
58,"faceproblem7",70,0.65,18643
58,"faceproblem7",71,0.84,16160.1
58,"faceproblem7",72,0.2,18002.5
58,"faceproblem7",73,NA,NA
58,"faceproblem7",74,0.64,17405.3
58,"faceproblem7",75,NA,NA
58,"faceproblem7",76,0.56,18879.49
58,"faceproblem7",77,NA,NA
58,"faceproblem7",78,NA,NA
58,"faceproblem7",79,NA,NA
58,"faceproblem7",80,0.7,18685.1
58,"faceproblem7",81,0.78,15384.4
58,"faceproblem7",82,NA,NA
58,"faceproblem7",83,0.65,18643
58,"faceproblem7",84,0.57,17351.1
58,"faceproblem7",85,NA,NA
58,"faceproblem7",86,0.7,17725.7
58,"faceproblem7",87,0.65,18643
58,"faceproblem7",88,1,17547.2
58,"faceproblem7",89,NA,NA
58,"faceproblem7",90,0.61,19517.19
58,"faceproblem7",91,0.81,18441.49
58,"faceproblem7",92,0.76,18791.8
58,"faceproblem7",93,0.81,18441.49
58,"faceproblem7",94,NA,NA
58,"faceproblem7",95,0.65,19260.7
58,"faceproblem7",96,0.63,17818.8
58,"faceproblem7",97,NA,NA
58,"faceproblem7",98,0.84,16160.1
58,"faceproblem7",99,NA,NA
58,"faceproblem7",100,0.74,18208
59,"faceproblem7",1,0.7,17725.7
59,"faceproblem7",2,0.57,17351.1
59,"faceproblem7",3,NA,NA
59,"faceproblem7",4,0.84,15909.49
59,"faceproblem7",5,NA,NA
59,"faceproblem7",6,NA,NA
59,"faceproblem7",7,NA,NA
59,"faceproblem7",8,0.77,16462.8
59,"faceproblem7",9,0.91,16689.9
59,"faceproblem7",10,NA,NA
59,"faceproblem7",11,0.93,16154.4
59,"faceproblem7",12,NA,NA
59,"faceproblem7",13,NA,NA
59,"faceproblem7",14,0.8,18495.5
59,"faceproblem7",15,0.73,18579.5
59,"faceproblem7",16,NA,NA
59,"faceproblem7",17,0.6,18565.39
59,"faceproblem7",18,0.84,16160.1
59,"faceproblem7",19,NA,NA
59,"faceproblem7",20,0.84,16160.1
59,"faceproblem7",21,0.81,17963
59,"faceproblem7",22,0.78,15384.4
59,"faceproblem7",23,NA,NA
59,"faceproblem7",24,NA,NA
59,"faceproblem7",25,NA,NA
59,"faceproblem7",26,NA,NA
59,"faceproblem7",27,NA,NA
59,"faceproblem7",28,0.63,17818.8
59,"faceproblem7",29,0.57,17351.1
59,"faceproblem7",30,NA,NA
59,"faceproblem7",31,NA,NA
59,"faceproblem7",32,0.2,18002.5
59,"faceproblem7",33,NA,NA
59,"faceproblem7",34,0.67,17985.8
59,"faceproblem7",35,0.78,15384.4
59,"faceproblem7",36,NA,NA
59,"faceproblem7",37,0.61,19517.19
59,"faceproblem7",38,NA,NA
59,"faceproblem7",39,0.8,18495.5
59,"faceproblem7",40,NA,NA
59,"faceproblem7",41,0.57,17351.1
59,"faceproblem7",42,0.6,18565.39
59,"faceproblem7",43,0.83,16799.89
59,"faceproblem7",44,0.58,18062.69
59,"faceproblem7",45,NA,NA
59,"faceproblem7",46,0.6,18565.39
59,"faceproblem7",47,0.64,18835.19
59,"faceproblem7",48,NA,NA
59,"faceproblem7",49,0.83,16799.89
59,"faceproblem7",50,0.91,16689.9
59,"faceproblem7",51,NA,NA
59,"faceproblem7",52,0.83,16706.1
59,"faceproblem7",53,NA,NA
59,"faceproblem7",54,0.2,18002.5
59,"faceproblem7",55,0.77,16462.8
59,"faceproblem7",56,NA,NA
59,"faceproblem7",57,0.91,16689.9
59,"faceproblem7",58,NA,NA
59,"faceproblem7",59,0.65,18643
59,"faceproblem7",60,NA,NA
59,"faceproblem7",61,0.86,16966.5
59,"faceproblem7",62,0.56,18879.49
59,"faceproblem7",63,NA,NA
59,"faceproblem7",64,NA,NA
59,"faceproblem7",65,0.56,18879.49
59,"faceproblem7",66,NA,NA
59,"faceproblem7",67,0.6,18565.39
59,"faceproblem7",68,NA,NA
59,"faceproblem7",69,NA,NA
59,"faceproblem7",70,0.6,18565.39
59,"faceproblem7",71,NA,NA
59,"faceproblem7",72,NA,NA
59,"faceproblem7",73,0.83,19281.7
59,"faceproblem7",74,NA,NA
59,"faceproblem7",75,0.5,17550.7
59,"faceproblem7",76,0.93,16154.4
59,"faceproblem7",77,0.67,17985.8
59,"faceproblem7",78,0.81,18441.49
59,"faceproblem7",79,NA,NA
59,"faceproblem7",80,NA,NA
59,"faceproblem7",81,NA,NA
59,"faceproblem7",82,NA,NA
59,"faceproblem7",83,1,16719.39
59,"faceproblem7",84,NA,NA
59,"faceproblem7",85,NA,NA
59,"faceproblem7",86,0.48,16218.3
59,"faceproblem7",87,NA,NA
59,"faceproblem7",88,NA,NA
59,"faceproblem7",89,0.71,18736.59
59,"faceproblem7",90,0.83,16706.1
59,"faceproblem7",91,0.7,17725.7
59,"faceproblem7",92,0.5,17550.7
59,"faceproblem7",93,0.61,19517.19
59,"faceproblem7",94,0.65,19260.7
59,"faceproblem7",95,NA,NA
59,"faceproblem7",96,NA,NA
59,"faceproblem7",97,0.2,18002.5
59,"faceproblem7",98,0.67,17985.8
59,"faceproblem7",99,0.64,18835.19
59,"faceproblem7",100,0.2,18002.5
62,"faceproblem7",1,0.84,16160.1
62,"faceproblem7",2,1,17547.2
62,"faceproblem7",3,0.84,16160.1
62,"faceproblem7",4,NA,NA
62,"faceproblem7",5,0.76,18791.8
62,"faceproblem7",6,0.5,17550.7
62,"faceproblem7",7,NA,NA
62,"faceproblem7",8,0.81,17963
62,"faceproblem7",9,0.78,15384.4
62,"faceproblem7",10,0.84,16160.1
62,"faceproblem7",11,0.73,18579.5
62,"faceproblem7",12,0.61,19517.19
62,"faceproblem7",13,0.64,17405.3
62,"faceproblem7",14,NA,NA
62,"faceproblem7",15,1,17547.2
62,"faceproblem7",16,NA,NA
62,"faceproblem7",17,0.56,18879.49
62,"faceproblem7",18,NA,NA
62,"faceproblem7",19,0.76,18791.8
62,"faceproblem7",20,NA,NA
62,"faceproblem7",21,0.5,17550.7
62,"faceproblem7",22,0.58,18062.69
62,"faceproblem7",23,0.48,16218.3
62,"faceproblem7",24,0.83,16706.1
62,"faceproblem7",25,NA,NA
62,"faceproblem7",26,0.4,18631.99
62,"faceproblem7",27,NA,NA
62,"faceproblem7",28,NA,NA
62,"faceproblem7",29,NA,NA
62,"faceproblem7",30,0.5,17550.7
62,"faceproblem7",31,NA,NA
62,"faceproblem7",32,0.65,19260.7
62,"faceproblem7",33,0.6,18565.39
62,"faceproblem7",34,0.84,16160.1
62,"faceproblem7",35,0.8,18495.5
62,"faceproblem7",36,0.56,18879.49
62,"faceproblem7",37,0.81,17963
62,"faceproblem7",38,0.77,16462.8
62,"faceproblem7",39,0.58,18062.69
62,"faceproblem7",40,0.81,18441.49
62,"faceproblem7",41,NA,NA
62,"faceproblem7",42,NA,NA
62,"faceproblem7",43,0.7,17725.7
62,"faceproblem7",44,NA,NA
62,"faceproblem7",45,0.58,18062.69
62,"faceproblem7",46,0.76,18791.8
62,"faceproblem7",47,0.64,18835.19
62,"faceproblem7",48,0.65,18643
62,"faceproblem7",49,0.2,18002.5
62,"faceproblem7",50,0.6,18565.39
62,"faceproblem7",51,NA,NA
62,"faceproblem7",52,0.5,17550.7
62,"faceproblem7",53,0.4,18631.99
62,"faceproblem7",54,NA,NA
62,"faceproblem7",55,NA,NA
62,"faceproblem7",56,NA,NA
62,"faceproblem7",57,NA,NA
62,"faceproblem7",58,NA,NA
62,"faceproblem7",59,0.74,18208
62,"faceproblem7",60,0.81,17963
62,"faceproblem7",61,0.57,17351.1
62,"faceproblem7",62,0.81,17963
62,"faceproblem7",63,0.83,16799.89
62,"faceproblem7",64,NA,NA
62,"faceproblem7",65,NA,NA
62,"faceproblem7",66,NA,NA
62,"faceproblem7",67,0.86,16966.5
62,"faceproblem7",68,NA,NA
62,"faceproblem7",69,NA,NA
62,"faceproblem7",70,NA,NA
62,"faceproblem7",71,0.76,18791.8
62,"faceproblem7",72,0.84,16160.1
62,"faceproblem7",73,0.79,18155.6
62,"faceproblem7",74,NA,NA
62,"faceproblem7",75,0.91,16689.9
62,"faceproblem7",76,NA,NA
62,"faceproblem7",77,0.77,16462.8
62,"faceproblem7",78,NA,NA
62,"faceproblem7",79,0.65,19260.7
62,"faceproblem7",80,NA,NA
62,"faceproblem7",81,NA,NA
62,"faceproblem7",82,NA,NA
62,"faceproblem7",83,NA,NA
62,"faceproblem7",84,NA,NA
62,"faceproblem7",85,NA,NA
62,"faceproblem7",86,NA,NA
62,"faceproblem7",87,NA,NA
62,"faceproblem7",88,0.79,18155.6
62,"faceproblem7",89,NA,NA
62,"faceproblem7",90,NA,NA
62,"faceproblem7",91,0.79,18155.6
62,"faceproblem7",92,NA,NA
62,"faceproblem7",93,NA,NA
62,"faceproblem7",94,0.58,18062.69
62,"faceproblem7",95,0.57,17351.1
62,"faceproblem7",96,NA,NA
62,"faceproblem7",97,0.6,18565.39
62,"faceproblem7",98,0.71,18736.59
62,"faceproblem7",99,0.5,17550.7
62,"faceproblem7",100,NA,NA
63,"faceproblem7",1,NA,NA
63,"faceproblem7",2,0.61,19517.19
63,"faceproblem7",3,0.7,17725.7
63,"faceproblem7",4,0.84,16160.1
63,"faceproblem7",5,0.8,18495.5
63,"faceproblem7",6,NA,NA
63,"faceproblem7",7,NA,NA
63,"faceproblem7",8,NA,NA
63,"faceproblem7",9,0.2,18002.5
63,"faceproblem7",10,0.91,16689.9
63,"faceproblem7",11,1,18110
63,"faceproblem7",12,0.78,15384.4
63,"faceproblem7",13,NA,NA
63,"faceproblem7",14,0.71,18736.59
63,"faceproblem7",15,0.61,19517.19
63,"faceproblem7",16,NA,NA
63,"faceproblem7",17,NA,NA
63,"faceproblem7",18,NA,NA
63,"faceproblem7",19,NA,NA
63,"faceproblem7",20,0.67,17761.99
63,"faceproblem7",21,NA,NA
63,"faceproblem7",22,0.56,18879.49
63,"faceproblem7",23,NA,NA
63,"faceproblem7",24,1,16719.39
63,"faceproblem7",25,NA,NA
63,"faceproblem7",26,NA,NA
63,"faceproblem7",27,0.71,18736.59
63,"faceproblem7",28,0.73,18579.5
63,"faceproblem7",29,NA,NA
63,"faceproblem7",30,0.81,18441.49
63,"faceproblem7",31,0.48,16218.3
63,"faceproblem7",32,0.64,18835.19
63,"faceproblem7",33,NA,NA
63,"faceproblem7",34,NA,NA
63,"faceproblem7",35,0.93,16154.4
63,"faceproblem7",36,0.48,16218.3
63,"faceproblem7",37,0.74,18208
63,"faceproblem7",38,0.78,15384.4
63,"faceproblem7",39,NA,NA
63,"faceproblem7",40,NA,NA
63,"faceproblem7",41,NA,NA
63,"faceproblem7",42,0.7,17725.7
63,"faceproblem7",43,NA,NA
63,"faceproblem7",44,0.71,18736.59
63,"faceproblem7",45,NA,NA
63,"faceproblem7",46,1,18110
63,"faceproblem7",47,NA,NA
63,"faceproblem7",48,0.84,15909.49
63,"faceproblem7",49,NA,NA
63,"faceproblem7",50,NA,NA
63,"faceproblem7",51,NA,NA
63,"faceproblem7",52,NA,NA
63,"faceproblem7",53,0.65,18643
63,"faceproblem7",54,0.84,15909.49
63,"faceproblem7",55,0.83,19281.7
63,"faceproblem7",56,NA,NA
63,"faceproblem7",57,0.79,18155.6
63,"faceproblem7",58,0.65,19260.7
63,"faceproblem7",59,NA,NA
63,"faceproblem7",60,0.8,18495.5
63,"faceproblem7",61,0.84,15909.49
63,"faceproblem7",62,NA,NA
63,"faceproblem7",63,0.79,18155.6
63,"faceproblem7",64,0.56,18879.49
63,"faceproblem7",65,0.81,17963
63,"faceproblem7",66,0.65,18643
63,"faceproblem7",67,NA,NA
63,"faceproblem7",68,0.57,17351.1
63,"faceproblem7",69,NA,NA
63,"faceproblem7",70,0.64,18835.19
63,"faceproblem7",71,0.83,19281.7
63,"faceproblem7",72,0.81,18441.49
63,"faceproblem7",73,0.81,18441.49
63,"faceproblem7",74,NA,NA
63,"faceproblem7",75,0.77,16462.8
63,"faceproblem7",76,0.92,17859.7
63,"faceproblem7",77,NA,NA
63,"faceproblem7",78,1,18110
63,"faceproblem7",79,NA,NA
63,"faceproblem7",80,NA,NA
63,"faceproblem7",81,0.67,17985.8
63,"faceproblem7",82,0.5,17550.7
63,"faceproblem7",83,0.7,17725.7
63,"faceproblem7",84,NA,NA
63,"faceproblem7",85,NA,NA
63,"faceproblem7",86,NA,NA
63,"faceproblem7",87,NA,NA
63,"faceproblem7",88,0.77,16462.8
63,"faceproblem7",89,NA,NA
63,"faceproblem7",90,NA,NA
63,"faceproblem7",91,0.83,16799.89
63,"faceproblem7",92,NA,NA
63,"faceproblem7",93,0.67,17761.99
63,"faceproblem7",94,0.93,16154.4
63,"faceproblem7",95,0.65,18643
63,"faceproblem7",96,0.81,18441.49
63,"faceproblem7",97,NA,NA
63,"faceproblem7",98,0.7,17725.7
63,"faceproblem7",99,0.2,18002.5
63,"faceproblem7",100,0.7,17725.7
64,"faceproblem7",1,NA,NA
64,"faceproblem7",2,NA,NA
64,"faceproblem7",3,NA,NA
64,"faceproblem7",4,0.64,17405.3
64,"faceproblem7",5,0.84,16160.1
64,"faceproblem7",6,1,16719.39
64,"faceproblem7",7,0.57,17351.1
64,"faceproblem7",8,0.65,18643
64,"faceproblem7",9,NA,NA
64,"faceproblem7",10,0.2,18002.5
64,"faceproblem7",11,0.48,16218.3
64,"faceproblem7",12,0.48,16218.3
64,"faceproblem7",13,0.64,17405.3
64,"faceproblem7",14,0.81,17963
64,"faceproblem7",15,NA,NA
64,"faceproblem7",16,NA,NA
64,"faceproblem7",17,0.76,18791.8
64,"faceproblem7",18,0.65,18643
64,"faceproblem7",19,NA,NA
64,"faceproblem7",20,NA,NA
64,"faceproblem7",21,NA,NA
64,"faceproblem7",22,0.79,18155.6
64,"faceproblem7",23,0.64,18835.19
64,"faceproblem7",24,0.64,17405.3
64,"faceproblem7",25,NA,NA
64,"faceproblem7",26,NA,NA
64,"faceproblem7",27,NA,NA
64,"faceproblem7",28,1,18110
64,"faceproblem7",29,0.83,16706.1
64,"faceproblem7",30,NA,NA
64,"faceproblem7",31,0.73,18579.5
64,"faceproblem7",32,NA,NA
64,"faceproblem7",33,0.81,18441.49
64,"faceproblem7",34,0.79,18155.6
64,"faceproblem7",35,0.64,17405.3
64,"faceproblem7",36,NA,NA
64,"faceproblem7",37,NA,NA
64,"faceproblem7",38,0.48,16218.3
64,"faceproblem7",39,0.64,17405.3
64,"faceproblem7",40,NA,NA
64,"faceproblem7",41,0.64,17405.3
64,"faceproblem7",42,0.79,18155.6
64,"faceproblem7",43,NA,NA
64,"faceproblem7",44,0.6,18565.39
64,"faceproblem7",45,1,16719.39
64,"faceproblem7",46,NA,NA
64,"faceproblem7",47,NA,NA
64,"faceproblem7",48,0.64,17405.3
64,"faceproblem7",49,0.76,18791.8
64,"faceproblem7",50,0.2,18002.5
64,"faceproblem7",51,0.83,16706.1
64,"faceproblem7",52,0.84,15909.49
64,"faceproblem7",53,0.61,19517.19
64,"faceproblem7",54,0.93,16154.4
64,"faceproblem7",55,0.86,16966.5
64,"faceproblem7",56,NA,NA
64,"faceproblem7",57,0.65,19260.7
64,"faceproblem7",58,0.7,17725.7
64,"faceproblem7",59,NA,NA
64,"faceproblem7",60,NA,NA
64,"faceproblem7",61,0.58,18062.69
64,"faceproblem7",62,0.7,18685.1
64,"faceproblem7",63,NA,NA
64,"faceproblem7",64,0.86,16966.5
64,"faceproblem7",65,NA,NA
64,"faceproblem7",66,0.2,18002.5
64,"faceproblem7",67,NA,NA
64,"faceproblem7",68,0.74,18208
64,"faceproblem7",69,NA,NA
64,"faceproblem7",70,0.78,15384.4
64,"faceproblem7",71,NA,NA
64,"faceproblem7",72,NA,NA
64,"faceproblem7",73,NA,NA
64,"faceproblem7",74,NA,NA
64,"faceproblem7",75,0.7,17725.7
64,"faceproblem7",76,1,18110
64,"faceproblem7",77,0.78,15384.4
64,"faceproblem7",78,NA,NA
64,"faceproblem7",79,NA,NA
64,"faceproblem7",80,NA,NA
64,"faceproblem7",81,NA,NA
64,"faceproblem7",82,NA,NA
64,"faceproblem7",83,NA,NA
64,"faceproblem7",84,NA,NA
64,"faceproblem7",85,0.92,17859.7
64,"faceproblem7",86,NA,NA
64,"faceproblem7",87,0.93,16154.4
64,"faceproblem7",88,NA,NA
64,"faceproblem7",89,1,18110
64,"faceproblem7",90,0.74,18208
64,"faceproblem7",91,0.77,16462.8
64,"faceproblem7",92,NA,NA
64,"faceproblem7",93,0.64,18835.19
64,"faceproblem7",94,NA,NA
64,"faceproblem7",95,NA,NA
64,"faceproblem7",96,NA,NA
64,"faceproblem7",97,NA,NA
64,"faceproblem7",98,1,16719.39
64,"faceproblem7",99,NA,NA
64,"faceproblem7",100,NA,NA
65,"faceproblem7",1,0.83,19281.7
65,"faceproblem7",2,0.64,18835.19
65,"faceproblem7",3,0.65,19260.7
65,"faceproblem7",4,NA,NA
65,"faceproblem7",5,NA,NA
65,"faceproblem7",6,NA,NA
65,"faceproblem7",7,0.4,18631.99
65,"faceproblem7",8,0.61,19517.19
65,"faceproblem7",9,0.81,18441.49
65,"faceproblem7",10,NA,NA
65,"faceproblem7",11,0.83,19281.7
65,"faceproblem7",12,0.6,18565.39
65,"faceproblem7",13,0.76,18791.8
65,"faceproblem7",14,0.64,18835.19
65,"faceproblem7",15,NA,NA
65,"faceproblem7",16,NA,NA
65,"faceproblem7",17,NA,NA
65,"faceproblem7",18,NA,NA
65,"faceproblem7",19,0.83,16799.89
65,"faceproblem7",20,NA,NA
65,"faceproblem7",21,NA,NA
65,"faceproblem7",22,0.6,18565.39
65,"faceproblem7",23,NA,NA
65,"faceproblem7",24,0.83,16799.89
65,"faceproblem7",25,NA,NA
65,"faceproblem7",26,NA,NA
65,"faceproblem7",27,0.74,18208
65,"faceproblem7",28,0.78,15384.4
65,"faceproblem7",29,NA,NA
65,"faceproblem7",30,0.81,17963
65,"faceproblem7",31,NA,NA
65,"faceproblem7",32,0.81,17963
65,"faceproblem7",33,NA,NA
65,"faceproblem7",34,NA,NA
65,"faceproblem7",35,NA,NA
65,"faceproblem7",36,0.83,16799.89
65,"faceproblem7",37,0.77,16462.8
65,"faceproblem7",38,0.83,16706.1
65,"faceproblem7",39,0.7,17725.7
65,"faceproblem7",40,0.93,16154.4
65,"faceproblem7",41,1,18110
65,"faceproblem7",42,NA,NA
65,"faceproblem7",43,0.4,18631.99
65,"faceproblem7",44,NA,NA
65,"faceproblem7",45,0.92,17859.7
65,"faceproblem7",46,NA,NA
65,"faceproblem7",47,NA,NA
65,"faceproblem7",48,NA,NA
65,"faceproblem7",49,0.86,16966.5
65,"faceproblem7",50,0.84,15909.49
65,"faceproblem7",51,0.84,16160.1
65,"faceproblem7",52,0.65,18643
65,"faceproblem7",53,NA,NA
65,"faceproblem7",54,0.83,16706.1
65,"faceproblem7",55,0.7,18685.1
65,"faceproblem7",56,0.67,17985.8
65,"faceproblem7",57,0.81,18441.49
65,"faceproblem7",58,NA,NA
65,"faceproblem7",59,0.86,16966.5
65,"faceproblem7",60,0.92,17859.7
65,"faceproblem7",61,NA,NA
65,"faceproblem7",62,0.84,15909.49
65,"faceproblem7",63,0.7,18685.1
65,"faceproblem7",64,0.83,16706.1
65,"faceproblem7",65,0.84,15909.49
65,"faceproblem7",66,0.64,17405.3
65,"faceproblem7",67,NA,NA
65,"faceproblem7",68,0.84,15909.49
65,"faceproblem7",69,0.76,18791.8
65,"faceproblem7",70,NA,NA
65,"faceproblem7",71,NA,NA
65,"faceproblem7",72,1,16719.39
65,"faceproblem7",73,NA,NA
65,"faceproblem7",74,0.67,17985.8
65,"faceproblem7",75,NA,NA
65,"faceproblem7",76,0.86,16966.5
65,"faceproblem7",77,NA,NA
65,"faceproblem7",78,0.78,15384.4
65,"faceproblem7",79,0.67,17985.8
65,"faceproblem7",80,0.93,16154.4
65,"faceproblem7",81,0.64,17405.3
65,"faceproblem7",82,0.48,16218.3
65,"faceproblem7",83,NA,NA
65,"faceproblem7",84,0.84,15909.49
65,"faceproblem7",85,NA,NA
65,"faceproblem7",86,0.48,16218.3
65,"faceproblem7",87,NA,NA
65,"faceproblem7",88,0.77,16462.8
65,"faceproblem7",89,NA,NA
65,"faceproblem7",90,NA,NA
65,"faceproblem7",91,NA,NA
65,"faceproblem7",92,0.65,19260.7
65,"faceproblem7",93,0.65,18643
65,"faceproblem7",94,0.92,17859.7
65,"faceproblem7",95,1,17547.2
65,"faceproblem7",96,NA,NA
65,"faceproblem7",97,0.67,17985.8
65,"faceproblem7",98,NA,NA
65,"faceproblem7",99,0.86,16966.5
65,"faceproblem7",100,0.57,17351.1
67,"faceproblem7",1,0.57,17351.1
67,"faceproblem7",2,0.83,19281.7
67,"faceproblem7",3,0.84,16160.1
67,"faceproblem7",4,NA,NA
67,"faceproblem7",5,0.93,16154.4
67,"faceproblem7",6,0.67,17761.99
67,"faceproblem7",7,0.57,17351.1
67,"faceproblem7",8,NA,NA
67,"faceproblem7",9,0.6,18565.39
67,"faceproblem7",10,NA,NA
67,"faceproblem7",11,NA,NA
67,"faceproblem7",12,0.6,18565.39
67,"faceproblem7",13,0.57,17351.1
67,"faceproblem7",14,NA,NA
67,"faceproblem7",15,NA,NA
67,"faceproblem7",16,0.64,17405.3
67,"faceproblem7",17,NA,NA
67,"faceproblem7",18,0.83,19281.7
67,"faceproblem7",19,0.65,18643
67,"faceproblem7",20,0.7,17725.7
67,"faceproblem7",21,0.93,16154.4
67,"faceproblem7",22,NA,NA
67,"faceproblem7",23,NA,NA
67,"faceproblem7",24,0.83,16706.1
67,"faceproblem7",25,0.7,17725.7
67,"faceproblem7",26,0.4,18631.99
67,"faceproblem7",27,0.56,18879.49
67,"faceproblem7",28,1,16719.39
67,"faceproblem7",29,0.57,17351.1
67,"faceproblem7",30,0.92,17859.7
67,"faceproblem7",31,0.84,15909.49
67,"faceproblem7",32,NA,NA
67,"faceproblem7",33,0.58,18062.69
67,"faceproblem7",34,0.83,16799.89
67,"faceproblem7",35,NA,NA
67,"faceproblem7",36,0.67,17761.99
67,"faceproblem7",37,0.5,17550.7
67,"faceproblem7",38,NA,NA
67,"faceproblem7",39,NA,NA
67,"faceproblem7",40,NA,NA
67,"faceproblem7",41,NA,NA
67,"faceproblem7",42,NA,NA
67,"faceproblem7",43,0.64,17405.3
67,"faceproblem7",44,NA,NA
67,"faceproblem7",45,0.79,18155.6
67,"faceproblem7",46,0.83,16706.1
67,"faceproblem7",47,NA,NA
67,"faceproblem7",48,0.64,18835.19
67,"faceproblem7",49,0.71,18736.59
67,"faceproblem7",50,0.78,15384.4
67,"faceproblem7",51,1,17547.2
67,"faceproblem7",52,0.8,18495.5
67,"faceproblem7",53,0.79,18155.6
67,"faceproblem7",54,NA,NA
67,"faceproblem7",55,NA,NA
67,"faceproblem7",56,0.5,17550.7
67,"faceproblem7",57,0.7,17725.7
67,"faceproblem7",58,NA,NA
67,"faceproblem7",59,NA,NA
67,"faceproblem7",60,NA,NA
67,"faceproblem7",61,0.4,18631.99
67,"faceproblem7",62,NA,NA
67,"faceproblem7",63,NA,NA
67,"faceproblem7",64,NA,NA
67,"faceproblem7",65,0.81,17963
67,"faceproblem7",66,0.63,17818.8
67,"faceproblem7",67,NA,NA
67,"faceproblem7",68,0.91,16689.9
67,"faceproblem7",69,0.67,17985.8
67,"faceproblem7",70,0.81,18441.49
67,"faceproblem7",71,0.61,19517.19
67,"faceproblem7",72,0.86,16966.5
67,"faceproblem7",73,NA,NA
67,"faceproblem7",74,0.6,18565.39
67,"faceproblem7",75,0.5,17550.7
67,"faceproblem7",76,0.63,17818.8
67,"faceproblem7",77,0.56,18879.49
67,"faceproblem7",78,NA,NA
67,"faceproblem7",79,NA,NA
67,"faceproblem7",80,0.2,18002.5
67,"faceproblem7",81,0.78,15384.4
67,"faceproblem7",82,NA,NA
67,"faceproblem7",83,NA,NA
67,"faceproblem7",84,0.8,18495.5
67,"faceproblem7",85,0.64,17405.3
67,"faceproblem7",86,1,16719.39
67,"faceproblem7",87,NA,NA
67,"faceproblem7",88,NA,NA
67,"faceproblem7",89,NA,NA
67,"faceproblem7",90,NA,NA
67,"faceproblem7",91,NA,NA
67,"faceproblem7",92,0.61,19517.19
67,"faceproblem7",93,0.73,18579.5
67,"faceproblem7",94,NA,NA
67,"faceproblem7",95,0.74,18208
67,"faceproblem7",96,NA,NA
