long_cite,short_cite,doi,keywords,coder,date_first_coder_coded,second_coder,date_second_coder_coded,exp_number,infant_age,infant_type,condition_name,same_infant,n,fam_times,infant_controlled_fam,fam_presentation_type,fam_static_dynamic,live_or_video,stimuli,stimulus_complexity_reported,stimulus_complexity_description,attention_getter,attention_getter_type,attention_getter_duration,attention_getter_frequency,test_type,test_description,test_duration,response_mode,infant_controlled_test,num_trials,trial_duration,mean_novel,sd_novel,mean_familiar,sd_famliar,novelty_familiarity_units,mean_novelty_preference,SD_novelty_preference,chance_level_novelty_preference,t,F,d,dv_type,dv_calc,dv_interpret,cite_HA1988,1st_coder_comments,2nd_coder_comments
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,9/3/21,,,2,676,typical,26w_2.5s,3,20,2.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase for recognition memory followed the familiar phase. The test phase differed from that in Study 1. A single LED was presented under one of the two TV monitors. When the infant was looking at the LED, or in the direction of the TV, the stimulus to which the infant was exposed was presented on that TV along with a novel stimulus on the adjacent TV. Thus, the infants' first fixation was always on the previously exposed stimulus (or a novel stimulus in the control condition).",20,behavior,y,6,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,looking_time,Duration of fixation on the familiar and novel stimuli.,Amount of time spent looking to novel stimuli and amount of time spent looking to familiar stimuli.,n,not possible to get information about effect size for familiar versus novel comparison from this paper,
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,9/3/21,,,2,676,typical,26w_5s,3,20,5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase for recognition memory followed the familiar phase. The test phase differed from that in Study 1. A single LED was presented under one of the two TV monitors. When the infant was looking at the LED, or in the direction of the TV, the stimulus to which the infant was exposed was presented on that TV along with a novel stimulus on the adjacent TV. Thus, the infants' first fixation was always on the previously exposed stimulus (or a novel stimulus in the control condition).",20,behavior,y,6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,looking_time,Duration of fixation on the familiar and novel stimuli.,Amount of time spent looking to novel stimuli and amount of time spent looking to familiar stimuli.,n,not possible to get information about effect size for familiar versus novel comparison from this paper,
"Caron, R. F. & Caron, A. J. (1968). The effects of repeated exposure and stimulus complexity on visual fixation in infants. Psychonomic Science, 10(6), 207–208.",Caron & Caron (1968),10.3758/BF03331483,"Stimulus complexity, stimulus change, repeated stimulus, visual fixation, total fixation",EM,9/3/21,,,1,106.54,,HighC_Session1_test1,1,25,,n,single_object,static,video,"checkerboards, abstract designs, abstract art",intermediate,12 x 12 checkerboard,n,NA,NA,NA,sequential,"The sequence was programmed such that Trials 1-5 constituted a continuously varying series (Trial 1 was warmup), Trials 6-9, a series of repetitions of Stimulus 5, Trials 10-13, a second varying array (of which Trial 13 was the repeated stimulus), and Trials 14-15, new stimuli.",20,eye-tracking,n,10,200,17.64,NA,15.28,NA,seconds,0.54,NA,0.5,NA,NA,NA,looking_time,Total fixation time to familiar and novel stimuli,Decrement and recovery of total fixation time to familiar and novel stimuli,n,,
"Caron, R. F. & Caron, A. J. (1968). The effects of repeated exposure and stimulus complexity on visual fixation in infants. Psychonomic Science, 10(6), 207–208.",Caron & Caron (1968),10.3758/BF03331483,"Stimulus complexity, stimulus change, repeated stimulus, visual fixation, total fixation",EM,9/3/21,,,1,106.54,,HighC_Session1_test2,1,25,,n,single_object,static,video,"checkerboards, abstract designs, abstract art",intermediate,12 x 12 checkerboard,n,NA,NA,NA,sequential,"The sequence was programmed such that Trials 1-5 constituted a continuously varying series (Trial 1 was warmup), Trials 6-9, a series of repetitions of Stimulus 5, Trials 10-13, a second varying array (of which Trial 13 was the repeated stimulus), and Trials 14-15, new stimuli.",20,eye-tracking,n,14,280,19.18,NA,15.03,NA,seconds,0.56,NA,0.5,NA,NA,NA,looking_time,Total fixation time to familiar and novel stimuli,Decrement and recovery of total fixation time to familiar and novel stimuli,n,,
"Caron, R. F. & Caron, A. J. (1968). The effects of repeated exposure and stimulus complexity on visual fixation in infants. Psychonomic Science, 10(6), 207–208.",Caron & Caron (1968),10.3758/BF03331483,"Stimulus complexity, stimulus change, repeated stimulus, visual fixation, total fixation",EM,9/3/21,,,1,106.54,,LowC_Session2_test1,1,25,,n,single_object,static,video,"checkerboards, abstract designs, abstract art",very simple,2 x 2 checkerboard,n,NA,NA,NA,sequential,"The sequence was programmed such that Trials 1-5 constituted a continuously varying series (Trial 1 was warmup), Trials 6-9, a series of repetitions of Stimulus 5, Trials 10-13, a second varying array (of which Trial 13 was the repeated stimulus), and Trials 14-15, new stimuli.",20,eye-tracking,n,10,200,16.89,NA,8.95,NA,seconds,0.65,NA,0.5,NA,NA,NA,looking_time,Total fixation time to familiar and novel stimuli,Decrement and recovery of total fixation time to familiar and novel stimuli,n,,
"Caron, R. F. & Caron, A. J. (1968). The effects of repeated exposure and stimulus complexity on visual fixation in infants. Psychonomic Science, 10(6), 207–208.",Caron & Caron (1968),10.3758/BF03331483,"Stimulus complexity, stimulus change, repeated stimulus, visual fixation, total fixation",EM,9/3/21,,,1,106.54,,LowC_Session2_test2,1,25,,n,single_object,static,video,"checkerboards, abstract designs, abstract art",very simple,2 x 2 checkerboard,n,NA,NA,NA,sequential,"The sequence was programmed such that Trials 1-5 constituted a continuously varying series (Trial 1 was warmup), Trials 6-9, a series of repetitions of Stimulus 5, Trials 10-13, a second varying array (of which Trial 13 was the repeated stimulus), and Trials 14-15, new stimuli.",20,eye-tracking,n,14,280,19.33,NA,9.42,NA,seconds,0.67,NA,0.5,NA,NA,NA,looking_time,Total fixation time to familiar and novel stimuli,Decrement and recovery of total fixation time to familiar and novel stimuli,n,,
"Caron, R. F. & Caron, A. J. (1968). The effects of repeated exposure and stimulus complexity on visual fixation in infants. Psychonomic Science, 10(6), 207–208.",Caron & Caron (1968),10.3758/BF03331483,"Stimulus complexity, stimulus change, repeated stimulus, visual fixation, total fixation",EM,9/3/21,,,1,106.54,,LowC_Session1_test1,2,25,,n,single_object,static,video,"checkerboards, abstract designs, abstract art",very simple,2 x 2 checkerboard,n,NA,NA,NA,sequential,"The sequence was programmed such that Trials 1-5 constituted a continuously varying series (Trial 1 was warmup), Trials 6-9, a series of repetitions of Stimulus 5, Trials 10-13, a second varying array (of which Trial 13 was the repeated stimulus), and Trials 14-15, new stimuli.",20,eye-tracking,n,10,200,14.51,NA,9.13,NA,seconds,0.61,NA,0.5,NA,NA,NA,looking_time,Total fixation time to familiar and novel stimuli,Decrement and recovery of total fixation time to familiar and novel stimuli,n,,
"Caron, R. F. & Caron, A. J. (1968). The effects of repeated exposure and stimulus complexity on visual fixation in infants. Psychonomic Science, 10(6), 207–208.",Caron & Caron (1968),10.3758/BF03331483,"Stimulus complexity, stimulus change, repeated stimulus, visual fixation, total fixation",EM,9/3/21,,,1,106.54,,LowC_Session1_test2,2,25,,n,single_object,static,video,"checkerboards, abstract designs, abstract art",very simple,2 x 2 checkerboard,n,NA,NA,NA,sequential,"The sequence was programmed such that Trials 1-5 constituted a continuously varying series (Trial 1 was warmup), Trials 6-9, a series of repetitions of Stimulus 5, Trials 10-13, a second varying array (of which Trial 13 was the repeated stimulus), and Trials 14-15, new stimuli.",20,eye-tracking,n,14,280,18.97,NA,11.49,NA,seconds,0.62,NA,0.5,NA,NA,NA,looking_time,Total fixation time to familiar and novel stimuli,Decrement and recovery of total fixation time to familiar and novel stimuli,n,,
"Caron, R. F. & Caron, A. J. (1968). The effects of repeated exposure and stimulus complexity on visual fixation in infants. Psychonomic Science, 10(6), 207–208.",Caron & Caron (1968),10.3758/BF03331483,"Stimulus complexity, stimulus change, repeated stimulus, visual fixation, total fixation",EM,9/3/21,,,1,106.54,,HighC_Session2_test1,2,25,,n,single_object,static,video,"checkerboards, abstract designs, abstract art",intermediate,12 x 12 checkerboard,n,NA,NA,NA,sequential,"The sequence was programmed such that Trials 1-5 constituted a continuously varying series (Trial 1 was warmup), Trials 6-9, a series of repetitions of Stimulus 5, Trials 10-13, a second varying array (of which Trial 13 was the repeated stimulus), and Trials 14-15, new stimuli.",20,eye-tracking,n,10,200,17.51,NA,13.83,NA,seconds,0.56,NA,0.5,NA,NA,NA,looking_time,Total fixation time to familiar and novel stimuli,Decrement and recovery of total fixation time to familiar and novel stimuli,n,,
"Caron, R. F. & Caron, A. J. (1968). The effects of repeated exposure and stimulus complexity on visual fixation in infants. Psychonomic Science, 10(6), 207–208.",Caron & Caron (1968),10.3758/BF03331483,"Stimulus complexity, stimulus change, repeated stimulus, visual fixation, total fixation",EM,9/3/21,,,1,106.54,,HighC_Session2_test2,2,25,,n,single_object,static,video,"checkerboards, abstract designs, abstract art",intermediate,12 x 12 checkerboard,n,NA,NA,NA,sequential,"The sequence was programmed such that Trials 1-5 constituted a continuously varying series (Trial 1 was warmup), Trials 6-9, a series of repetitions of Stimulus 5, Trials 10-13, a second varying array (of which Trial 13 was the repeated stimulus), and Trials 14-15, new stimuli.",20,eye-tracking,n,14,280,18.91,NA,14.6,NA,seconds,0.56,NA,0.5,NA,NA,NA,looking_time,Total fixation time to familiar and novel stimuli,Decrement and recovery of total fixation time to familiar and novel stimuli,n,,
"Bahrick, L. E., Hernandez-Reif, M., & Pickens, J. N. (1997). The effect of retrieval cues on visual preferences and memory in infancy: Evidence for a four-phase attention function. Journal of Experimental Child Psychology, 67(1), 1-20.","Bahrick, Hernandez-Reif, & Pickens (1997)",https://doi.org/10.1006/jecp.1997.2399,"attention, memory, motion information, recency effect, retrieval cue",MB,8/27/21,LJP,5/2/22,1,101.75,typical,1-day_retrieval_cue,1_1,16,160 max (87% of max actual),n,two_identical,dynamic,video,horizontal or circular motion of object (either simple or compound object),,,y,Christmas lights & mechanical dog,,beginning of each trial,paired_comparison,Side by side videos of familiar object in familiar motion vs. familiar object in novel motion,160,eye-tracking,n,4,40,,,,,,,,,,,,,,,,,
"Bahrick, L. E., Hernandez-Reif, M., & Pickens, J. N. (1997). The effect of retrieval cues on visual preferences and memory in infancy: Evidence for a four-phase attention function. Journal of Experimental Child Psychology, 67(1), 1-20.","Bahrick, Hernandez-Reif, & Pickens (1997)",https://doi.org/10.1006/jecp.1997.2399,"attention, memory, motion information, recency effect, retrieval cue",,,LJP,5/2/22,1,129.8,typical,1-month_retrieval_cue,1_2,17,160 max (85% of max actual),n,two_identical,dynamic,video,horizontal or circular motion of object (either simple or compound object),,,y,Christmas lights & mechanical dog,,beginning of each trial,paired_comparison,Side by side videos of familiar object in familiar motion vs. familiar object in novel motion,160,eye-tracking,n,4,40,,,,,,,,,,,,,,,,,
"Bahrick, L. E., Hernandez-Reif, M., & Pickens, J. N. (1997). The effect of retrieval cues on visual preferences and memory in infancy: Evidence for a four-phase attention function. Journal of Experimental Child Psychology, 67(1), 1-20.","Bahrick, Hernandez-Reif, & Pickens (1997)",https://doi.org/10.1006/jecp.1997.2399,"attention, memory, motion information, recency effect, retrieval cue",,,LJP,5/2/22,1,195.5,typical,3-month_retrieval_cue,1_3,16,160 max (86% of max actual),n,two_identical,dynamic,video,horizontal or circular motion of object (either simple or compound object),,,y,Christmas lights & mechanical dog,,beginning of each trial,paired_comparison,Side by side videos of familiar object in familiar motion vs. familiar object in novel motion,160,eye-tracking,n,4,40,,,,,,,,,,,,,,,,,"variable delay (1 day, 1 month, 3 months) between fam and test.  Retrieval cue (stationary presentation of familiar object) prior to test (object in familiar or novel motion)"
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,JS,5/2/22,1,100.4,,Fam_1-min_3mo,1_1,24,240 OR 360,,two_different,dynamic,video,single or multiple marbles,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",y,Christmas tree lights and mechanical toy dog,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",90,eye-tracking,n,1,,NA,NA,NA,NA,NA,0.64,NA,0.5,3.46,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,1,98.8,,Fam_1-day_3mo,1_2,24,240 OR 360,,two_different,dynamic,video,single or multiple marbles,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",y,Christmas tree lights and mechanical toy dog,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",90,eye-tracking,n,1,,NA,NA,NA,NA,NA,0.53,NA,0.5,0.59,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,1,98.2,,Control_nofam_3mo,1_2,24,240 OR 360,,two_different,dynamic,video,single or multiple marbles,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",y,Christmas tree lights and mechanical toy dog,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",90,eye-tracking,n,1,,NA,NA,NA,NA,NA,0.51,NA,0.5,0.19,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,1,133.8,,Fam_1-month_4mo,1_4,24,240 OR 360,,two_different,dynamic,video,single or multiple marbles,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",y,Christmas tree lights and mechanical toy dog,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",90,eye-tracking,n,1,,NA,NA,NA,NA,NA,0.35,NA,0.5,-3.93,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,1,134.4,,Control_nofam_4mo,1_5,24,240 OR 360,,two_different,dynamic,video,single or multiple marbles,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",y,Christmas tree lights and mechanical toy dog,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",90,eye-tracking,n,1,,NA,NA,NA,NA,NA,0.5,NA,0.5,0.06,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,2,99.2,,Fam_1-min_3mo,2_1,24,160,y,two_different,dynamic,video,suspended single washer or cluster of metal nuts,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",n,NA,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",60,eye-tracking,n,2,,NA,NA,NA,NA,NA,NA,NA,0.5,2.35,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,2,99.2,,Fam_1-day_3mo,2_2,16,160,y,two_different,dynamic,video,suspended single washer or cluster of metal nuts,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",n,NA,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",60,eye-tracking,n,2,,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,2,99.2,,Fam_2-weeks_3mo,2_3,16,160,y,two_different,dynamic,video,suspended single washer or cluster of metal nuts,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",n,NA,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",60,eye-tracking,n,2,,NA,NA,NA,NA,NA,NA,NA,0.5,0.16,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,2,99.2,,Fam_1-month_4mo,2_4,18,160,y,two_different,dynamic,video,suspended single washer or cluster of metal nuts,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",n,NA,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",60,eye-tracking,n,2,,NA,NA,NA,NA,NA,NA,NA,0.5,-2.79,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day or 1 month delays between familiarization and test, and within those groups, some had a different length of test, bu this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths",
"Bahrick, L. E., & Pickens, J. N. (1995). Infant memory for object motion across a period of three months: implications for a four-phase attention function. Journal of experimental child psychology, 59(3), 343–371. https://doi.org/10.1006/jecp.1995.1017",Bahrick & Pickins (1995),10.1006/jecp.1995.1017,familiarity retention,KV,8/27/21,,,3,188.8,,Fam_3-months_6mo,3_1,16,160,y,two_different,dynamic,video,suspended single washer or cluster of metal nuts,,"in description of Experiment 2: the objects and motions, although similar to those of Experiment 1, were designed to be simpler and more distinctive.",n,NA,NA,NA,paired_comparison,"The novelty preference test consisted of a silent, 90-s presentation of two films side by side. One film depicted one of the familiar objects moving in the familiar arc-shaped trajectory and the other depicted the same familiar object moving in the novel horizontal trajectory.",60,eye-tracking,n,4,,NA,NA,NA,NA,NA,0.447,0.09,0.5,-2.33,NA,NA,looking_time,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,proportion of total looking time (PTLT) infants spent fixating the novel/horizontal motion,y,"some participants had 1 day to 3 month delays between familiarization and test. In Experiment 1, within one groups, some had a different length of familiarization, but this isn't treated differently in the analysis (they report that in Bahrick (1987, 1988) there was no difference in memory performance between these familiarization lengths.",
"Colombo, J., Mitchell, D. W., & Horowitz, F. D. (1988). Infant visual attention in the paired-comparison paradigm: Test-retest and attention-performance relations. Child development, 1198-1210.","Colombo, Mitchell, & Horowitz (1988)",10.2307/1130483,"attention, test-retest",CB,8/27/21,,,1,121.76,,4m_week_to_week,4_week_to_week,,20,y,single_object,static,video,letters,,different discrimination difficulty of different pairs based on previous studies with pideons,n,NA,NA,NA,paired_comparison,"""Stimuli were projected to the left and right sid eof the midline...""",10,eye-tracking,y,5,NA,,,,,,,,,,,,,,,,,
"Colombo, J., Mitchell, D. W., & Horowitz, F. D. (1988). Infant visual attention in the paired-comparison paradigm: Test-retest and attention-performance relations. Child development, 1198-1210.","Colombo, Mitchell, & Horowitz (1988)",10.2307/1130483,"attention, test-retest",CB,8/27/21,,,1,213.08,,7m_week_to_week,???,,10,y,single_object,static,video,letters,,different discrimination difficulty of different pairs based on previous studies with pideons,n,NA,NA,NA,paired_comparison,"""Stimuli were projected to the left and right sid eof the midline...""",5,eye-tracking,y,5,NA,,,,,,,,,,,,,,,,,
"Perone, S., & Spencer, J. P. (2014). The co-development of looking dynamics and discrimination performance. Developmental Psychology, 50(3), 837.",Perone & Spencer (2014),10.1037/a0034137,"looking behavior, memory development, dynamic neural fields",MM,8/27/21,,,1,170,,similar test_5MOA,1,45,,n,two_identical,static,video,buggles' (oval shapes),n,"buggle consisted of a value along continuous shape and color dimensions. Shape was defined by an aspect ratio. Each metric step was defined by a proportional change in height and width, generating six equidistant metric steps with the total area of each stimulus held constant.",y,looming white circle,NA (infant-controlled),beginning of each trial,paired_comparsion,"Infants were familiarized with pairs of identical items across six 10-s trials. Following the familiariza- tion phase, there were two 20-s test trials (location of familiar and novel items were reversed after 10 s). We presented two test trials where we manipulated the metric similarity between the familiar and novel items, presenting a difficult discrimination first and an easier discrimination second.  In our design, the first test was the similar test, in which the familiar item was paired with an item that was novel by one metric step on a single dimension. The second test was the dissimilar test, in which the familiar item was paired with an item that was novel by three metric steps on the same dimension as the similar test. ",40,eye-tracking,n,2,20,NA,NA,NA,NA,NA,NA,NA,NA,-1.26,NA,0.28,looking time,,,y,mean & sd novel/familiar not reported but can be derived from Figure 3,
"Perone, S., & Spencer, J. P. (2014). The co-development of looking dynamics and discrimination performance. Developmental Psychology, 50(3), 837.",Perone & Spencer (2014),10.1037/a0034138,"looking behavior, memory development, dynamic neural fields",MM,8/27/21,,,1,170,,dissimilar test_5MOA,1,45,,n,two_identical,static,video,buggles' (oval shapes),n,"buggle consisted of a value along continuous shape and color dimensions. Shape was defined by an aspect ratio. Each metric step was defined by a proportional change in height and width, generating six equidistant metric steps with the total area of each stimulus held constant.",y,looming white circle,NA (infant-controlled),beginning of each trial,paired_comparsion,"Infants were familiarized with pairs of identical items across six 10-s trials. Following the familiariza- tion phase, there were two 20-s test trials (location of familiar and novel items were reversed after 10 s). We presented two test trials where we manipulated the metric similarity between the familiar and novel items, presenting a difficult discrimination first and an easier discrimination second.  In our design, the first test was the similar test, in which the familiar item was paired with an item that was novel by one metric step on a single dimension. The second test was the dissimilar test, in which the familiar item was paired with an item that was novel by three metric steps on the same dimension as the similar test. ",40,eye-tracking,n,2,20,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,0.25,looking time,,,y,mean & sd novel/familiar not reported but can be derived from Figure 3,
